travelCode,userCode,name_x,place,days,price,total,date,code,company,name_y,gender,age
64915,632,Hotel BP,Brasilia (DF),1,247.62,247.62,05/05/2022,632,Monsters CYA,Celina Fish,none,59
64916,632,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/12/2022,632,Monsters CYA,Celina Fish,none,59
64917,632,Hotel AU,Recife (PE),1,312.83,312.83,05/19/2022,632,Monsters CYA,Celina Fish,none,59
64922,632,Hotel Z,Aracaju (SE),3,208.04,624.12,06/23/2022,632,Monsters CYA,Celina Fish,none,59
64928,632,Hotel Z,Aracaju (SE),1,208.04,208.04,08/04/2022,632,Monsters CYA,Celina Fish,none,59
64934,632,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/15/2022,632,Monsters CYA,Celina Fish,none,59
64936,632,Hotel A,Florianopolis (SC),2,313.02,626.04,09/29/2022,632,Monsters CYA,Celina Fish,none,59
64940,632,Hotel AU,Recife (PE),4,312.83,1251.32,10/27/2022,632,Monsters CYA,Celina Fish,none,59
64943,632,Hotel BP,Brasilia (DF),3,247.62,742.86,11/17/2022,632,Monsters CYA,Celina Fish,none,59
64949,632,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/29/2022,632,Monsters CYA,Celina Fish,none,59
64950,632,Hotel AU,Recife (PE),1,312.83,312.83,01/05/2023,632,Monsters CYA,Celina Fish,none,59
64955,632,Hotel K,Salvador (BH),2,263.41,526.82,02/09/2023,632,Monsters CYA,Celina Fish,none,59
64957,632,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/23/2023,632,Monsters CYA,Celina Fish,none,59
64958,632,Hotel BD,Natal (RN),1,242.88,242.88,03/02/2023,632,Monsters CYA,Celina Fish,none,59
64969,633,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/05/2019,633,Monsters CYA,Lori Mcknight,female,44
64975,633,Hotel AU,Recife (PE),1,312.83,312.83,01/16/2020,633,Monsters CYA,Lori Mcknight,female,44
64976,633,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020,633,Monsters CYA,Lori Mcknight,female,44
64979,633,Hotel K,Salvador (BH),3,263.41,790.23,02/13/2020,633,Monsters CYA,Lori Mcknight,female,44
64981,633,Hotel Z,Aracaju (SE),1,208.04,208.04,02/27/2020,633,Monsters CYA,Lori Mcknight,female,44
64982,633,Hotel AU,Recife (PE),4,312.83,1251.32,03/05/2020,633,Monsters CYA,Lori Mcknight,female,44
64985,633,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/26/2020,633,Monsters CYA,Lori Mcknight,female,44
64987,633,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/09/2020,633,Monsters CYA,Lori Mcknight,female,44
64989,633,Hotel BD,Natal (RN),1,242.88,242.88,04/23/2020,633,Monsters CYA,Lori Mcknight,female,44
64995,633,Hotel BD,Natal (RN),3,242.88,728.64,06/04/2020,633,Monsters CYA,Lori Mcknight,female,44
64997,633,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/18/2020,633,Monsters CYA,Lori Mcknight,female,44
65001,633,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/16/2020,633,Monsters CYA,Lori Mcknight,female,44
65004,633,Hotel BD,Natal (RN),3,242.88,728.64,08/06/2020,633,Monsters CYA,Lori Mcknight,female,44
65005,633,Hotel AU,Recife (PE),1,312.83,312.83,08/13/2020,633,Monsters CYA,Lori Mcknight,female,44
65008,633,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020,633,Monsters CYA,Lori Mcknight,female,44
65010,633,Hotel K,Salvador (BH),1,263.41,263.41,09/17/2020,633,Monsters CYA,Lori Mcknight,female,44
65014,633,Hotel BD,Natal (RN),1,242.88,242.88,10/15/2020,633,Monsters CYA,Lori Mcknight,female,44
65015,633,Hotel Z,Aracaju (SE),2,208.04,416.08,10/22/2020,633,Monsters CYA,Lori Mcknight,female,44
65017,633,Hotel K,Salvador (BH),4,263.41,1053.64,11/05/2020,633,Monsters CYA,Lori Mcknight,female,44
65018,633,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/12/2020,633,Monsters CYA,Lori Mcknight,female,44
65024,633,Hotel A,Florianopolis (SC),1,313.02,313.02,12/24/2020,633,Monsters CYA,Lori Mcknight,female,44
65025,633,Hotel BD,Natal (RN),1,242.88,242.88,12/31/2020,633,Monsters CYA,Lori Mcknight,female,44
65027,633,Hotel Z,Aracaju (SE),4,208.04,832.16,01/14/2021,633,Monsters CYA,Lori Mcknight,female,44
65031,633,Hotel BP,Brasilia (DF),2,247.62,495.24,02/11/2021,633,Monsters CYA,Lori Mcknight,female,44
65033,633,Hotel K,Salvador (BH),1,263.41,263.41,02/25/2021,633,Monsters CYA,Lori Mcknight,female,44
65037,633,Hotel AU,Recife (PE),3,312.83,938.49,03/25/2021,633,Monsters CYA,Lori Mcknight,female,44
65045,633,Hotel A,Florianopolis (SC),2,313.02,626.04,05/20/2021,633,Monsters CYA,Lori Mcknight,female,44
65047,633,Hotel A,Florianopolis (SC),3,313.02,939.06,06/03/2021,633,Monsters CYA,Lori Mcknight,female,44
65049,633,Hotel Z,Aracaju (SE),1,208.04,208.04,06/17/2021,633,Monsters CYA,Lori Mcknight,female,44
65066,633,Hotel A,Florianopolis (SC),1,313.02,313.02,10/14/2021,633,Monsters CYA,Lori Mcknight,female,44
65068,633,Hotel Z,Aracaju (SE),2,208.04,416.08,10/28/2021,633,Monsters CYA,Lori Mcknight,female,44
65070,633,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/11/2021,633,Monsters CYA,Lori Mcknight,female,44
65071,633,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/18/2021,633,Monsters CYA,Lori Mcknight,female,44
65072,633,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/25/2021,633,Monsters CYA,Lori Mcknight,female,44
65077,633,Hotel BP,Brasilia (DF),2,247.62,495.24,12/30/2021,633,Monsters CYA,Lori Mcknight,female,44
65078,633,Hotel BD,Natal (RN),2,242.88,485.76,01/06/2022,633,Monsters CYA,Lori Mcknight,female,44
65079,633,Hotel BP,Brasilia (DF),4,247.62,990.48,01/13/2022,633,Monsters CYA,Lori Mcknight,female,44
65081,633,Hotel BD,Natal (RN),4,242.88,971.52,01/27/2022,633,Monsters CYA,Lori Mcknight,female,44
65083,633,Hotel AU,Recife (PE),1,312.83,312.83,02/10/2022,633,Monsters CYA,Lori Mcknight,female,44
65084,633,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/17/2022,633,Monsters CYA,Lori Mcknight,female,44
65087,633,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/10/2022,633,Monsters CYA,Lori Mcknight,female,44
65089,633,Hotel AU,Recife (PE),4,312.83,1251.32,03/24/2022,633,Monsters CYA,Lori Mcknight,female,44
65103,633,Hotel Z,Aracaju (SE),1,208.04,208.04,06/30/2022,633,Monsters CYA,Lori Mcknight,female,44
65108,633,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/04/2022,633,Monsters CYA,Lori Mcknight,female,44
65109,633,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/11/2022,633,Monsters CYA,Lori Mcknight,female,44
65110,633,Hotel BD,Natal (RN),4,242.88,971.52,08/18/2022,633,Monsters CYA,Lori Mcknight,female,44
65114,633,Hotel A,Florianopolis (SC),1,313.02,313.02,09/15/2022,633,Monsters CYA,Lori Mcknight,female,44
65117,633,Hotel A,Florianopolis (SC),3,313.02,939.06,10/06/2022,633,Monsters CYA,Lori Mcknight,female,44
65120,633,Hotel BP,Brasilia (DF),3,247.62,742.86,10/27/2022,633,Monsters CYA,Lori Mcknight,female,44
65121,633,Hotel Z,Aracaju (SE),1,208.04,208.04,11/03/2022,633,Monsters CYA,Lori Mcknight,female,44
65122,633,Hotel BP,Brasilia (DF),3,247.62,742.86,11/10/2022,633,Monsters CYA,Lori Mcknight,female,44
65140,634,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/31/2019,634,Monsters CYA,Frank Papa,male,33
65148,634,Hotel BD,Natal (RN),4,242.88,971.52,12/26/2019,634,Monsters CYA,Frank Papa,male,33
65157,634,Hotel BP,Brasilia (DF),1,247.62,247.62,02/27/2020,634,Monsters CYA,Frank Papa,male,33
65158,634,Hotel K,Salvador (BH),3,263.41,790.23,03/05/2020,634,Monsters CYA,Frank Papa,male,33
65164,634,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/16/2020,634,Monsters CYA,Frank Papa,male,33
65166,634,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/30/2020,634,Monsters CYA,Frank Papa,male,33
65167,634,Hotel K,Salvador (BH),1,263.41,263.41,05/07/2020,634,Monsters CYA,Frank Papa,male,33
65169,634,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/21/2020,634,Monsters CYA,Frank Papa,male,33
65171,634,Hotel BD,Natal (RN),1,242.88,242.88,06/04/2020,634,Monsters CYA,Frank Papa,male,33
65173,634,Hotel Z,Aracaju (SE),2,208.04,416.08,06/18/2020,634,Monsters CYA,Frank Papa,male,33
65181,634,Hotel AU,Recife (PE),2,312.83,625.66,08/13/2020,634,Monsters CYA,Frank Papa,male,33
65191,634,Hotel Z,Aracaju (SE),4,208.04,832.16,10/22/2020,634,Monsters CYA,Frank Papa,male,33
65194,634,Hotel AU,Recife (PE),3,312.83,938.49,11/12/2020,634,Monsters CYA,Frank Papa,male,33
65196,634,Hotel AU,Recife (PE),2,312.83,625.66,11/26/2020,634,Monsters CYA,Frank Papa,male,33
65200,634,Hotel A,Florianopolis (SC),1,313.02,313.02,12/24/2020,634,Monsters CYA,Frank Papa,male,33
65201,634,Hotel BP,Brasilia (DF),1,247.62,247.62,12/31/2020,634,Monsters CYA,Frank Papa,male,33
65202,634,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021,634,Monsters CYA,Frank Papa,male,33
65203,634,Hotel AU,Recife (PE),3,312.83,938.49,01/14/2021,634,Monsters CYA,Frank Papa,male,33
65205,634,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/28/2021,634,Monsters CYA,Frank Papa,male,33
65206,634,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/04/2021,634,Monsters CYA,Frank Papa,male,33
65225,634,Hotel BD,Natal (RN),4,242.88,971.52,06/17/2021,634,Monsters CYA,Frank Papa,male,33
65227,634,Hotel BP,Brasilia (DF),3,247.62,742.86,07/01/2021,634,Monsters CYA,Frank Papa,male,33
65229,634,Hotel Z,Aracaju (SE),4,208.04,832.16,07/15/2021,634,Monsters CYA,Frank Papa,male,33
65234,634,Hotel BP,Brasilia (DF),3,247.62,742.86,08/19/2021,634,Monsters CYA,Frank Papa,male,33
65237,634,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/09/2021,634,Monsters CYA,Frank Papa,male,33
65239,634,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/23/2021,634,Monsters CYA,Frank Papa,male,33
65242,634,Hotel Z,Aracaju (SE),3,208.04,624.12,10/14/2021,634,Monsters CYA,Frank Papa,male,33
65254,634,Hotel AU,Recife (PE),1,312.83,312.83,01/06/2022,634,Monsters CYA,Frank Papa,male,33
65256,634,Hotel Z,Aracaju (SE),4,208.04,832.16,01/20/2022,634,Monsters CYA,Frank Papa,male,33
65260,634,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/17/2022,634,Monsters CYA,Frank Papa,male,33
65264,634,Hotel AU,Recife (PE),2,312.83,625.66,03/17/2022,634,Monsters CYA,Frank Papa,male,33
65266,634,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/31/2022,634,Monsters CYA,Frank Papa,male,33
65274,634,Hotel K,Salvador (BH),1,263.41,263.41,05/26/2022,634,Monsters CYA,Frank Papa,male,33
65280,634,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/07/2022,634,Monsters CYA,Frank Papa,male,33
65284,634,Hotel BP,Brasilia (DF),3,247.62,742.86,08/04/2022,634,Monsters CYA,Frank Papa,male,33
65286,634,Hotel BP,Brasilia (DF),4,247.62,990.48,08/18/2022,634,Monsters CYA,Frank Papa,male,33
65289,634,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/08/2022,634,Monsters CYA,Frank Papa,male,33
65295,634,Hotel BP,Brasilia (DF),2,247.62,495.24,10/20/2022,634,Monsters CYA,Frank Papa,male,33
65303,634,Hotel BP,Brasilia (DF),4,247.62,990.48,12/15/2022,634,Monsters CYA,Frank Papa,male,33
65306,634,Hotel K,Salvador (BH),2,263.41,526.82,01/05/2023,634,Monsters CYA,Frank Papa,male,33
65309,634,Hotel Z,Aracaju (SE),4,208.04,832.16,01/26/2023,634,Monsters CYA,Frank Papa,male,33
65312,634,Hotel Z,Aracaju (SE),4,208.04,832.16,02/16/2023,634,Monsters CYA,Frank Papa,male,33
65318,634,Hotel Z,Aracaju (SE),2,208.04,416.08,03/30/2023,634,Monsters CYA,Frank Papa,male,33
65319,634,Hotel BP,Brasilia (DF),1,247.62,247.62,04/06/2023,634,Monsters CYA,Frank Papa,male,33
65320,634,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/13/2023,634,Monsters CYA,Frank Papa,male,33
65321,634,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/20/2023,634,Monsters CYA,Frank Papa,male,33
65324,634,Hotel K,Salvador (BH),4,263.41,1053.64,05/11/2023,634,Monsters CYA,Frank Papa,male,33
65325,634,Hotel Z,Aracaju (SE),2,208.04,416.08,05/18/2023,634,Monsters CYA,Frank Papa,male,33
65326,634,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/25/2023,634,Monsters CYA,Frank Papa,male,33
65330,635,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/10/2019,635,Monsters CYA,Kimberly Barclay,female,48
65331,635,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/17/2019,635,Monsters CYA,Kimberly Barclay,female,48
65333,635,Hotel K,Salvador (BH),1,263.41,263.41,10/31/2019,635,Monsters CYA,Kimberly Barclay,female,48
65337,635,Hotel Z,Aracaju (SE),3,208.04,624.12,11/28/2019,635,Monsters CYA,Kimberly Barclay,female,48
65343,635,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/09/2020,635,Monsters CYA,Kimberly Barclay,female,48
65349,635,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/20/2020,635,Monsters CYA,Kimberly Barclay,female,48
65353,635,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/19/2020,635,Monsters CYA,Kimberly Barclay,female,48
65356,635,Hotel AU,Recife (PE),2,312.83,625.66,04/09/2020,635,Monsters CYA,Kimberly Barclay,female,48
65359,635,Hotel Z,Aracaju (SE),2,208.04,416.08,04/30/2020,635,Monsters CYA,Kimberly Barclay,female,48
65361,635,Hotel A,Florianopolis (SC),2,313.02,626.04,05/14/2020,635,Monsters CYA,Kimberly Barclay,female,48
65364,635,Hotel BP,Brasilia (DF),3,247.62,742.86,06/04/2020,635,Monsters CYA,Kimberly Barclay,female,48
65366,635,Hotel A,Florianopolis (SC),1,313.02,313.02,06/18/2020,635,Monsters CYA,Kimberly Barclay,female,48
65369,635,Hotel A,Florianopolis (SC),1,313.02,313.02,07/09/2020,635,Monsters CYA,Kimberly Barclay,female,48
65370,635,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/16/2020,635,Monsters CYA,Kimberly Barclay,female,48
65372,635,Hotel K,Salvador (BH),4,263.41,1053.64,07/30/2020,635,Monsters CYA,Kimberly Barclay,female,48
65373,635,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/06/2020,635,Monsters CYA,Kimberly Barclay,female,48
65382,635,Hotel A,Florianopolis (SC),2,313.02,626.04,10/08/2020,635,Monsters CYA,Kimberly Barclay,female,48
65391,635,Hotel K,Salvador (BH),1,263.41,263.41,12/10/2020,635,Monsters CYA,Kimberly Barclay,female,48
65402,635,Hotel Z,Aracaju (SE),1,208.04,208.04,02/25/2021,635,Monsters CYA,Kimberly Barclay,female,48
65404,635,Hotel AU,Recife (PE),3,312.83,938.49,03/11/2021,635,Monsters CYA,Kimberly Barclay,female,48
65405,635,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/18/2021,635,Monsters CYA,Kimberly Barclay,female,48
65406,635,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/25/2021,635,Monsters CYA,Kimberly Barclay,female,48
65410,635,Hotel BD,Natal (RN),1,242.88,242.88,04/22/2021,635,Monsters CYA,Kimberly Barclay,female,48
65413,635,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/13/2021,635,Monsters CYA,Kimberly Barclay,female,48
65418,635,Hotel BD,Natal (RN),2,242.88,485.76,06/17/2021,635,Monsters CYA,Kimberly Barclay,female,48
65419,635,Hotel AU,Recife (PE),1,312.83,312.83,06/24/2021,635,Monsters CYA,Kimberly Barclay,female,48
65422,635,Hotel BD,Natal (RN),3,242.88,728.64,07/15/2021,635,Monsters CYA,Kimberly Barclay,female,48
65424,635,Hotel BD,Natal (RN),1,242.88,242.88,07/29/2021,635,Monsters CYA,Kimberly Barclay,female,48
65427,635,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/19/2021,635,Monsters CYA,Kimberly Barclay,female,48
65428,635,Hotel AU,Recife (PE),4,312.83,1251.32,08/26/2021,635,Monsters CYA,Kimberly Barclay,female,48
65430,635,Hotel Z,Aracaju (SE),1,208.04,208.04,09/09/2021,635,Monsters CYA,Kimberly Barclay,female,48
65446,636,Hotel BP,Brasilia (DF),3,247.62,742.86,12/26/2019,636,Monsters CYA,Joe Kelly,none,44
65450,636,Hotel BD,Natal (RN),4,242.88,971.52,01/23/2020,636,Monsters CYA,Joe Kelly,none,44
65454,636,Hotel BP,Brasilia (DF),1,247.62,247.62,02/20/2020,636,Monsters CYA,Joe Kelly,none,44
65456,636,Hotel AU,Recife (PE),4,312.83,1251.32,03/05/2020,636,Monsters CYA,Joe Kelly,none,44
65461,636,Hotel AU,Recife (PE),1,312.83,312.83,04/09/2020,636,Monsters CYA,Joe Kelly,none,44
65469,636,Hotel BD,Natal (RN),4,242.88,971.52,06/04/2020,636,Monsters CYA,Joe Kelly,none,44
65481,636,Hotel Z,Aracaju (SE),3,208.04,624.12,08/27/2020,636,Monsters CYA,Joe Kelly,none,44
65482,636,Hotel AU,Recife (PE),4,312.83,1251.32,09/03/2020,636,Monsters CYA,Joe Kelly,none,44
65486,636,Hotel K,Salvador (BH),3,263.41,790.23,10/01/2020,636,Monsters CYA,Joe Kelly,none,44
65488,636,Hotel BD,Natal (RN),3,242.88,728.64,10/15/2020,636,Monsters CYA,Joe Kelly,none,44
65492,636,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/12/2020,636,Monsters CYA,Joe Kelly,none,44
65494,636,Hotel A,Florianopolis (SC),3,313.02,939.06,11/26/2020,636,Monsters CYA,Joe Kelly,none,44
65496,636,Hotel BD,Natal (RN),3,242.88,728.64,12/10/2020,636,Monsters CYA,Joe Kelly,none,44
65500,636,Hotel BP,Brasilia (DF),4,247.62,990.48,01/07/2021,636,Monsters CYA,Joe Kelly,none,44
65501,636,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/14/2021,636,Monsters CYA,Joe Kelly,none,44
65504,636,Hotel BD,Natal (RN),3,242.88,728.64,02/04/2021,636,Monsters CYA,Joe Kelly,none,44
65506,636,Hotel K,Salvador (BH),2,263.41,526.82,02/18/2021,636,Monsters CYA,Joe Kelly,none,44
65507,636,Hotel BD,Natal (RN),3,242.88,728.64,02/25/2021,636,Monsters CYA,Joe Kelly,none,44
65509,636,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/11/2021,636,Monsters CYA,Joe Kelly,none,44
65518,636,Hotel K,Salvador (BH),3,263.41,790.23,05/13/2021,636,Monsters CYA,Joe Kelly,none,44
65522,636,Hotel Z,Aracaju (SE),2,208.04,416.08,06/10/2021,636,Monsters CYA,Joe Kelly,none,44
65523,636,Hotel A,Florianopolis (SC),3,313.02,939.06,06/17/2021,636,Monsters CYA,Joe Kelly,none,44
65524,636,Hotel BP,Brasilia (DF),1,247.62,247.62,06/24/2021,636,Monsters CYA,Joe Kelly,none,44
65528,636,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/22/2021,636,Monsters CYA,Joe Kelly,none,44
65531,636,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/12/2021,636,Monsters CYA,Joe Kelly,none,44
65533,636,Hotel AU,Recife (PE),3,312.83,938.49,08/26/2021,636,Monsters CYA,Joe Kelly,none,44
65534,636,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/02/2021,636,Monsters CYA,Joe Kelly,none,44
65535,636,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/09/2021,636,Monsters CYA,Joe Kelly,none,44
65538,636,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/30/2021,636,Monsters CYA,Joe Kelly,none,44
65539,636,Hotel AU,Recife (PE),3,312.83,938.49,10/07/2021,636,Monsters CYA,Joe Kelly,none,44
65542,636,Hotel BD,Natal (RN),1,242.88,242.88,10/28/2021,636,Monsters CYA,Joe Kelly,none,44
65543,636,Hotel Z,Aracaju (SE),1,208.04,208.04,11/04/2021,636,Monsters CYA,Joe Kelly,none,44
65547,636,Hotel BP,Brasilia (DF),3,247.62,742.86,12/02/2021,636,Monsters CYA,Joe Kelly,none,44
65549,636,Hotel AU,Recife (PE),2,312.83,625.66,12/16/2021,636,Monsters CYA,Joe Kelly,none,44
65550,636,Hotel K,Salvador (BH),3,263.41,790.23,12/23/2021,636,Monsters CYA,Joe Kelly,none,44
65554,637,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/10/2019,637,Monsters CYA,Robert Pratt,male,28
65556,637,Hotel K,Salvador (BH),4,263.41,1053.64,10/24/2019,637,Monsters CYA,Robert Pratt,male,28
65562,638,Hotel BD,Natal (RN),2,242.88,485.76,10/31/2019,638,Monsters CYA,Margo Sullivan,none,63
65567,638,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/05/2019,638,Monsters CYA,Margo Sullivan,none,63
65573,638,Hotel BP,Brasilia (DF),3,247.62,742.86,01/16/2020,638,Monsters CYA,Margo Sullivan,none,63
65574,638,Hotel A,Florianopolis (SC),3,313.02,939.06,01/23/2020,638,Monsters CYA,Margo Sullivan,none,63
65576,638,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/06/2020,638,Monsters CYA,Margo Sullivan,none,63
65578,638,Hotel AU,Recife (PE),2,312.83,625.66,02/20/2020,638,Monsters CYA,Margo Sullivan,none,63
65579,638,Hotel A,Florianopolis (SC),1,313.02,313.02,02/27/2020,638,Monsters CYA,Margo Sullivan,none,63
65582,638,Hotel A,Florianopolis (SC),3,313.02,939.06,03/19/2020,638,Monsters CYA,Margo Sullivan,none,63
65583,638,Hotel BP,Brasilia (DF),1,247.62,247.62,03/26/2020,638,Monsters CYA,Margo Sullivan,none,63
65585,638,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/09/2020,638,Monsters CYA,Margo Sullivan,none,63
65591,638,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020,638,Monsters CYA,Margo Sullivan,none,63
65600,638,Hotel AU,Recife (PE),2,312.83,625.66,07/23/2020,638,Monsters CYA,Margo Sullivan,none,63
65601,638,Hotel Z,Aracaju (SE),3,208.04,624.12,07/30/2020,638,Monsters CYA,Margo Sullivan,none,63
65602,638,Hotel K,Salvador (BH),2,263.41,526.82,08/06/2020,638,Monsters CYA,Margo Sullivan,none,63
65612,638,Hotel Z,Aracaju (SE),1,208.04,208.04,10/15/2020,638,Monsters CYA,Margo Sullivan,none,63
65620,638,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/10/2020,638,Monsters CYA,Margo Sullivan,none,63
65622,638,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/24/2020,638,Monsters CYA,Margo Sullivan,none,63
65623,638,Hotel Z,Aracaju (SE),4,208.04,832.16,12/31/2020,638,Monsters CYA,Margo Sullivan,none,63
65627,638,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/28/2021,638,Monsters CYA,Margo Sullivan,none,63
65628,638,Hotel Z,Aracaju (SE),1,208.04,208.04,02/04/2021,638,Monsters CYA,Margo Sullivan,none,63
65643,638,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/20/2021,638,Monsters CYA,Margo Sullivan,none,63
65646,638,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/10/2021,638,Monsters CYA,Margo Sullivan,none,63
65647,638,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/17/2021,638,Monsters CYA,Margo Sullivan,none,63
65649,638,Hotel BD,Natal (RN),2,242.88,485.76,07/01/2021,638,Monsters CYA,Margo Sullivan,none,63
65650,638,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/08/2021,638,Monsters CYA,Margo Sullivan,none,63
65656,638,Hotel BD,Natal (RN),3,242.88,728.64,08/19/2021,638,Monsters CYA,Margo Sullivan,none,63
65663,638,Hotel BP,Brasilia (DF),1,247.62,247.62,10/07/2021,638,Monsters CYA,Margo Sullivan,none,63
65675,638,Hotel AU,Recife (PE),4,312.83,1251.32,12/30/2021,638,Monsters CYA,Margo Sullivan,none,63
65681,638,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/10/2022,638,Monsters CYA,Margo Sullivan,none,63
65684,638,Hotel BP,Brasilia (DF),4,247.62,990.48,03/03/2022,638,Monsters CYA,Margo Sullivan,none,63
65685,638,Hotel K,Salvador (BH),1,263.41,263.41,03/10/2022,638,Monsters CYA,Margo Sullivan,none,63
65688,638,Hotel A,Florianopolis (SC),3,313.02,939.06,03/31/2022,638,Monsters CYA,Margo Sullivan,none,63
65692,638,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/28/2022,638,Monsters CYA,Margo Sullivan,none,63
65698,638,Hotel BD,Natal (RN),1,242.88,242.88,06/09/2022,638,Monsters CYA,Margo Sullivan,none,63
65700,638,Hotel BD,Natal (RN),4,242.88,971.52,06/23/2022,638,Monsters CYA,Margo Sullivan,none,63
65702,638,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/07/2022,638,Monsters CYA,Margo Sullivan,none,63
65705,638,Hotel K,Salvador (BH),4,263.41,1053.64,07/28/2022,638,Monsters CYA,Margo Sullivan,none,63
65721,639,Hotel K,Salvador (BH),1,263.41,263.41,12/05/2019,639,Monsters CYA,Edna Boyette,female,43
65724,639,Hotel AU,Recife (PE),3,312.83,938.49,12/26/2019,639,Monsters CYA,Edna Boyette,female,43
65729,639,Hotel A,Florianopolis (SC),2,313.02,626.04,01/30/2020,639,Monsters CYA,Edna Boyette,female,43
65730,639,Hotel BP,Brasilia (DF),1,247.62,247.62,02/06/2020,639,Monsters CYA,Edna Boyette,female,43
65734,639,Hotel AU,Recife (PE),1,312.83,312.83,03/05/2020,639,Monsters CYA,Edna Boyette,female,43
65737,639,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/26/2020,639,Monsters CYA,Edna Boyette,female,43
65744,639,Hotel BD,Natal (RN),2,242.88,485.76,05/14/2020,639,Monsters CYA,Edna Boyette,female,43
65745,639,Hotel K,Salvador (BH),1,263.41,263.41,05/21/2020,639,Monsters CYA,Edna Boyette,female,43
65748,639,Hotel BD,Natal (RN),2,242.88,485.76,06/11/2020,639,Monsters CYA,Edna Boyette,female,43
65757,639,Hotel K,Salvador (BH),1,263.41,263.41,08/13/2020,639,Monsters CYA,Edna Boyette,female,43
65758,639,Hotel A,Florianopolis (SC),2,313.02,626.04,08/20/2020,639,Monsters CYA,Edna Boyette,female,43
